ID_ALIAS,ID_LOCALIZACION_COMPRA,ID_AJENO,STOCK_MINIMO,STOCK_MAXIMO,STOCK_RECUENTOS,STOCK_TEORICO,FECHA_HORA_EJECUCION_STOCK_RECUENTOS,FECHA_HORA_EJECUCION_STOCK_TEORICO,FECHA_ALTA,USUARIO_ALTA,FECHA_MODIFICACION,USUARIO_MODIFICACION,FECHA_BAJA,USUARIO_BAJA,FECHA_HORA_ACTUALIZACION_STOCK_TEORICO,CAPACIDAD_MAXIMA,ID_ALIAS_ANALYTICS,STOCK_RECUENTOS_VALIDADO_BULTOS,STOCK_MINIMO_BULTOS,CAPACIDAD_MAXIMA_VALIDADA_BULTOS,RN,año_mes,necesita_reposicion,cantidad_a_reponer,log_cantidad_a_reponer
140,295,,,100,3000.0,0,2024-02-14 09:06:54.002,,2023-12-11 13:08:43.427,RAM,2024-06-07 16:14:40.414,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:04.816,3500.0,,,,NULL),(140,2024-02,0,0.0,0.0
140,12478,,,100,2000.0,0,2024-02-14 09:07:12.724,,2023-12-11 13:08:43.427,RAM,2024-06-07 16:15:28.315,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:09.962,1000.0,,,,NULL),(140,2024-02,0,0.0,0.0
141,23,,,100,6000.0,0,2024-02-14 09:06:51.074,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:22.574,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,12000.0,,,,NULL),(141,2024-02,0,3600.0,8.188966863648876
140,14766,,,100,7500.0,7485,2024-02-14 09:07:09.703,2024-10-30 01:46:20.226,2023-12-11 13:08:43.427,RAM,2024-06-07 16:14:20.759,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,5000.0,,,,NULL),(140,2024-02,0,0.0,0.0
141,76,,,100,12000.0,0,2024-02-14 09:06:58.799,2024-10-30 01:46:20.226,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:30.200,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,9000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,93,,,100,60000.0,0,2024-02-14 09:07:00.000,2024-10-30 01:46:20.226,2023-12-11 13:11:46.979,RAM,2024-06-07 16:11:15.686,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,24000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,164,,,100,42000.0,0,2024-02-14 09:07:07.726,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:11:26.935,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,24000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,125,,,100,6000.0,0,2024-02-14 09:07:02.776,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:47.729,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,3000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,290,,,100,3000.0,0,2024-02-14 09:06:53.207,2024-10-28 01:46:19.979,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:40.124,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-21 00:00:00.000,6000.0,,,,NULL),(141,2024-02,0,1800.0,7.496097345175956
141,281,,,100,6000.0,0,2024-02-14 09:06:51.443,2024-10-28 01:46:19.979,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:14.111,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-21 00:00:00.000,15000.0,,,,NULL),(141,2024-02,0,6000.0,8.699681400989514
141,229,,,100,60000.0,0,2024-02-15 17:50:51.328,2024-10-28 01:46:19.979,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:06.121,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-21 00:00:00.000,18000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,199,,,100,48000.0,0,2024-02-14 09:07:14.509,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:11:17.299,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,24000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,130,,,100,33000.0,0,2024-02-14 09:07:03.615,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:24.497,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,12000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,177,,,100,3000.0,0,2024-02-14 09:07:10.547,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:11:11.364,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,24000.0,,,,NULL),(141,2024-02,1,16200.0,9.692828247710418
141,149,,,100,48000.0,0,2024-02-14 09:07:05.176,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:11:48.493,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,24000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,12479,,,100,18000.0,0,2024-02-14 09:07:13.322,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:24.713,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,12000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,222,,,100,15000.0,0,2024-02-14 09:07:17.480,2024-10-28 01:46:19.979,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:14.328,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-21 00:00:00.000,15000.0,,,,NULL),(141,2024-02,0,0.0,0.0
141,12209,,,100,117000.0,0,2024-02-14 09:07:10.267,2024-10-14 01:46:23.840,2023-12-11 13:11:46.979,RAM,2024-06-07 16:10:58.647,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-07 00:00:00.000,24000.0,,,,NULL),(141,2024-02,0,0.0,0.0
142,291,,,100,6000.0,500,2024-02-14 09:06:53.428,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:03.873,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:04.616,4000.0,,,,NULL),(142,2024-02,0,0.0,0.0
141,109,,,100,0.0,0,2024-02-14 09:07:01.335,2024-10-21 01:46:22.533,2023-12-11 13:11:46.979,RAM,2024-06-07 16:12:32.528,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-14 00:00:00.000,9000.0,,,,NULL),(141,2024-02,1,7200.0,8.881975184248867
142,19,,,100,500.0,500,2024-02-14 09:06:50.528,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:42.472,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:03.662,3000.0,,,,NULL),(142,2024-02,1,1900.0,7.550135342488429
142,64,,,100,500.0,0,2024-08-01 16:54:15.968,2024-10-30 01:46:20.226,2023-12-11 13:17:32.734,RAM,2024-08-01 16:54:15.968,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,2000.0,,,,NULL),(142,2024-08,0,1100.0,7.00397413672268
142,129,,,100,1000.0,500,2024-02-14 09:07:03.289,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:19.146,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:07.586,4000.0,,,,NULL),(142,2024-02,0,2200.0,7.696667081526462
142,168,,,100,8.0,500,2024-06-07 14:47:52.947,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:17:23.859,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:08.944,8.0,,,,NULL),(142,2024-06,0,0.0,0.0
142,151,,,100,2500.0,500,2024-02-14 09:07:05.446,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:04.883,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:08.286,4000.0,,,,NULL),(142,2024-02,0,700.0,6.55250788703459
142,201,,,100,1500.0,0,2024-02-14 09:07:15.119,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:36.424,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:10.324,4000.0,,,,NULL),(142,2024-02,0,1700.0,7.438971592395862
142,229,,,100,7000.0,500,2024-02-15 17:50:51.333,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:52.039,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:11.036,2500.0,,,,NULL),(142,2024-02,0,0.0,0.0
142,265,,,100,2000.0,0,2024-02-14 09:06:48.938,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:20.714,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:03.069,4000.0,,,,NULL),(142,2024-02,0,1200.0,7.0909098220799835
142,266,,,100,1000.0,500,2024-02-14 09:06:49.106,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:19:02.926,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:03.117,2000.0,,,,NULL),(142,2024-02,0,600.0,6.398594934535208
142,78,,,100,2000.0,0,2024-02-14 09:06:59.071,2024-10-30 01:46:20.226,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:21.749,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,4000.0,,,,NULL),(142,2024-02,0,1200.0,7.0909098220799835
142,6389,,,100,1000.0,0,2024-08-08 10:04:38.504,2024-10-30 01:46:20.226,2023-12-11 13:17:32.734,RAM,2024-08-08 10:04:38.504,BATCH_RAM,2024-10-29 17:56:26.371,annarcay,2024-10-28 00:00:00.000,2000.0,,,,NULL),(142,2024-08,0,600.0,6.398594934535208
142,192,,,100,1000.0,0,2024-02-14 09:07:13.636,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:19:03.179,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:10.061,2000.0,,,,NULL),(142,2024-02,0,600.0,6.398594934535208
142,11939,,,100,5000.0,0,2024-02-14 09:07:07.461,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:23.018,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:08.783,4000.0,,,,NULL),(142,2024-02,0,0.0,0.0
142,207,,,100,0.0,500,2024-02-14 09:07:15.711,,2023-12-11 13:17:32.734,RAM,2024-06-07 16:18:24.309,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:10.441,4000.0,,,,NULL),(142,2024-02,1,3200.0,8.071218539969863
142,14957,,,100,8500.0,500,2024-08-05 14:53:22.873,,2023-12-11 13:17:32.734,RAM,2024-08-05 14:53:22.873,davidjf,2024-10-29 17:56:26.371,annarcay,2024-03-18 12:15:07.047,10000.0,,,,NULL),(142,2024-08,0,0.0,0.0
143,8001,,,100,2250.0,1439,2025-06-02 13:45:03.692,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-02 14:50:23.232,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,0,,8),(143,2025-06,0,0.0,0.0
143,8083,,,100,1500.0,0,2024-11-12 10:54:15.062,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-01-17 13:04:12.262,BATCH_RAM,,,2025-04-02 00:00:00.000,2000.0,,6,,8),(143,2024-11,0,100.0,4.61512051684126
143,8193,,,100,750.0,2712,2025-05-29 14:21:28.219,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-05-30 12:08:20.448,BATCH_RAM,,,2025-04-02 00:00:00.000,750.0,,0,,3),(143,2025-05,0,0.0,0.0
143,8266,,,100,750.0,5155,2025-06-03 15:28:23.675,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-03 16:19:12.065,BATCH_RAM,,,2025-04-02 00:00:00.000,750.0,,4,,3),(143,2025-06,0,0.0,0.0
143,8374,,,100,4250.0,3718,2025-06-02 14:02:01.327,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-02 14:50:23.325,BATCH_RAM,,,2025-04-02 00:00:00.000,2000.0,,15,,8),(143,2025-06,0,0.0,0.0
143,8467,,,100,1000.0,1113,2025-06-04 10:45:52.306,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-04 12:51:21.379,BATCH_RAM,,,2025-04-02 00:00:00.000,750.0,,1,,3),(143,2025-06,0,0.0,0.0
143,8632,,,100,750.0,5271,2024-11-14 17:40:57.469,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-01-17 13:09:51.313,BATCH_RAM,,,2025-04-02 00:00:00.000,1000.0,,3,,4),(143,2024-11,0,50.0,3.9318256327243257
143,6223,,,100,500.0,1432,2025-06-02 12:18:35.737,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-02 14:50:23.253,BATCH_RAM,,,2025-04-02 00:00:00.000,750.0,,0,,3),(143,2025-06,0,100.0,4.61512051684126
143,8430,,,100,1250.0,2200,2025-05-30 13:24:11.935,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-02 14:50:23.344,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,4,,6),(143,2025-05,0,0.0,0.0
143,6364,,,100,2500.0,346,2025-05-29 16:17:26.720,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-05-30 12:09:19.624,BATCH_RAM,,,2025-04-02 00:00:00.000,1000.0,,4,,4),(143,2025-05,0,0.0,0.0
143,12126,,,100,1250.0,35,2025-06-03 12:25:32.785,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-06-03 16:19:12.084,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,4,,6),(143,2025-06,0,0.0,0.0
143,12650,,,100,1000.0,3688,2025-05-29 14:09:42.537,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-05-30 12:06:32.007,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,5,,6),(143,2025-05,0,200.0,5.303304908059076
143,8321,,,100,1500.0,2838,2024-11-11 16:36:01.643,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-01-17 13:06:23.205,BATCH_RAM,,,2025-04-02 00:00:00.000,2000.0,,6,,8),(143,2024-11,0,100.0,4.61512051684126
143,14647,,,100,0.0,7486,2025-05-29 14:55:13.375,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-05-30 12:06:56.242,BATCH_RAM,,,2025-04-02 00:00:00.000,7500.0,,2,,30),(143,2025-05,1,6000.0,8.699681400989514
143,8613,,,100,1250.0,3539,2024-11-13 13:34:15.128,2025-06-20 09:15:20.300,2023-12-18 09:46:28.212,RAM,2025-01-17 13:09:37.335,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,5,,6),(143,2024-11,0,0.0,0.0
144,8013,,,100,3000.0,3170,2024-11-14 18:28:12.847,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-01-17 13:03:27.692,BATCH_RAM,,,2025-04-02 00:00:00.000,3000.0,,10,,10),(144,2024-11,0,0.0,0.0
144,8058,,,100,1500.0,1726,2024-11-12 10:31:30.318,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-01-17 13:03:54.324,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,5,,5),(144,2024-11,0,0.0,0.0
144,8115,,,100,3600.0,2115,2025-05-29 15:08:23.763,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-05-30 12:05:55.336,BATCH_RAM,,,2025-04-02 00:00:00.000,3600.0,,10,,12),(144,2025-05,0,0.0,0.0
144,8170,,,100,1500.0,3238,2025-05-29 14:38:38.043,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-05-30 12:01:33.218,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,4,,5),(144,2025-05,0,0.0,0.0
144,8071,,,100,1500.0,3307,2024-11-11 10:07:34.658,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-01-17 13:04:02.002,BATCH_RAM,,,2025-04-02 00:00:00.000,1800.0,,5,,6),(144,2024-11,0,0.0,0.0
144,8399,,,100,600.0,1383,2024-11-19 17:21:30.955,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-01-17 13:07:23.075,BATCH_RAM,,,2025-04-02 00:00:00.000,1500.0,,2,,5),(144,2024-11,0,600.0,6.398594934535208
144,8545,,,100,6000.0,3487,2025-06-02 12:10:25.027,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-06-02 14:51:03.868,BATCH_RAM,,,2025-04-02 00:00:00.000,6000.0,,16,,20),(144,2025-06,0,0.0,0.0
144,8349,,,100,1800.0,1544,2025-05-29 11:09:43.318,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-05-30 12:05:15.564,BATCH_RAM,,,2025-04-02 00:00:00.000,1800.0,,3,,6),(144,2025-05,0,0.0,0.0
144,8261,,,100,2400.0,3420,2024-11-14 17:12:07.344,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-01-17 13:05:46.911,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,8,,8),(144,2024-11,0,0.0,0.0
144,8348,,,100,3600.0,2100,2025-06-02 11:00:54.020,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-06-02 14:51:03.899,BATCH_RAM,,,2025-04-02 00:00:00.000,3600.0,,2,,6),(144,2025-06,0,0.0,0.0
144,12372,,,100,1800.0,878,2025-05-30 08:06:45.028,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-05-30 12:06:32.025,BATCH_RAM,,,2025-04-02 00:00:00.000,1800.0,,7,,6),(144,2025-05,0,0.0,0.0
144,13552,,,100,1800.0,1898,2025-06-03 14:51:52.122,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-06-03 16:20:40.491,BATCH_RAM,,,2025-04-02 00:00:00.000,3600.0,,7,,8),(144,2025-06,0,1080.0,6.985641817639208
144,12178,,,100,3000.0,120,2025-05-29 14:24:19.502,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-05-30 12:04:37.344,BATCH_RAM,,,2025-04-02 00:00:00.000,3000.0,,6,,10),(144,2025-05,0,0.0,0.0
144,696,,,100,4800.0,1902,2025-02-05 20:01:59.128,2025-06-20 09:15:20.300,2023-12-18 09:50:32.277,RAM,2025-04-07 09:43:14.203,BATCH_RAM,,,2025-04-02 00:00:00.000,2700.0,,16,,9),(144,2025-02,0,0.0,0.0
145,8047,,,100,3200.0,2959,2024-11-13 11:18:11.456,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:03:46.541,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,8,,6),(145,2024-11,0,0.0,0.0
145,8082,,,100,4800.0,529,2024-11-11 10:04:43.103,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:04:11.285,BATCH_RAM,,,2025-04-02 00:00:00.000,8000.0,,12,,20),(145,2024-11,0,1600.0,7.3783837129967145
145,8020,,,100,1600.0,1455,2024-11-11 10:21:38.777,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:03:32.677,BATCH_RAM,,,2025-04-02 00:00:00.000,4000.0,,4,,10),(145,2024-11,0,1600.0,7.3783837129967145
145,8266,,,100,6400.0,5,2025-06-03 15:28:23.675,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-03 16:20:40.874,BATCH_RAM,,,2025-04-02 00:00:00.000,3600.0,,9,,9),(145,2025-06,0,0.0,0.0
145,8119,,,100,4000.0,4000,2025-05-30 21:06:23.858,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-02 14:51:35.615,BATCH_RAM,,,2025-04-02 00:00:00.000,4000.0,,10,,10),(145,2025-05,0,0.0,0.0
145,8479,,,100,2000.0,293,2025-06-03 14:25:38.875,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-03 16:20:40.863,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,5,,6),(145,2025-06,0,0.0,0.0
145,8661,,,100,1600.0,416,2025-05-29 12:20:56.046,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-05-30 12:04:19.780,BATCH_RAM,,,2025-04-02 00:00:00.000,1200.0,,0,,3),(145,2025-05,0,0.0,0.0
145,8168,,,100,2000.0,1859,2024-11-11 10:26:21.829,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:04:54.210,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,5,,6),(145,2024-11,0,0.0,0.0
145,8906,,,100,400.0,797,2024-11-11 19:30:00.123,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:12:00.004,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,1,,6),(145,2024-11,1,1520.0,7.327123292259293
145,12412,,,100,1600.0,1939,2024-11-11 14:56:20.206,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:58:49.719,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,4,,6),(145,2024-11,0,320.0,5.771441123130016
145,6223,,,100,2000.0,282,2025-06-02 12:18:35.737,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-02 14:51:35.566,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,1,,6),(145,2025-06,0,0.0,0.0
145,8613,,,100,2400.0,2385,2024-11-13 13:34:15.126,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 13:09:37.845,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,6,,6),(145,2024-11,0,0.0,0.0
145,12593,,,100,800.0,358,2025-05-30 14:44:55.078,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-02 14:51:35.552,BATCH_RAM,,,2025-04-02 00:00:00.000,1200.0,,3,,3),(145,2025-05,0,160.0,5.081404364984463
145,13679,,,100,1600.0,756,2024-11-20 10:59:38.939,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 14:28:07.246,BATCH_RAM,,,2025-04-02 00:00:00.000,1200.0,,4,,3),(145,2024-11,0,0.0,0.0
146,6905,,,100,0.0,292,2025-05-29 15:21:14.758,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.295,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,0,,2),(146,2025-05,1,240.0,5.484796933490655
145,16093,,,100,4800.0,4177,2024-11-14 14:11:54.931,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-01-17 14:52:36.108,BATCH_RAM,,,2025-04-02 00:00:00.000,6400.0,,12,,16),(145,2024-11,0,320.0,5.771441123130016
146,8071,,,100,300.0,68,2024-11-11 10:07:34.655,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:04:02.497,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,2,,2),(146,2024-11,0,0.0,0.0
146,8011,,,100,900.0,62,2025-05-29 12:48:53.373,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.159,BATCH_RAM,,,2025-04-02 00:00:00.000,600.0,,6,,4),(146,2025-05,0,0.0,0.0
145,16130,,,100,5600.0,5073,2025-06-02 12:24:17.520,2025-06-20 09:15:20.300,2023-12-18 09:54:20.361,RAM,2025-06-02 14:51:35.522,BATCH_RAM,,,2025-04-02 00:00:00.000,2400.0,,6,,6),(146,2025-06,0,0.0,0.0
146,8340,,,100,300.0,153,2024-11-11 11:29:49.674,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:06:37.684,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,2,,2),(146,2024-11,0,0.0,0.0
146,8198,,,100,300.0,338,2024-11-14 10:11:09.697,2025-03-10 01:46:20.981,2023-12-18 09:56:04.885,RAM,2025-01-17 13:05:09.210,BATCH_RAM,,,2025-02-24 00:00:00.000,450.0,,2,,3),(146,2024-11,0,60.0,4.110873864173311
146,8614,,,100,300.0,313,2024-11-12 09:33:43.371,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:09:39.649,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,2,,2),(146,2024-11,0,0.0,0.0
146,8395,,,100,0.0,553,2024-11-19 10:45:56.616,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:07:18.898,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,0,,2),(146,2024-11,1,240.0,5.484796933490655
146,8238,,,100,450.0,141,2025-06-02 13:54:13.577,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.097,BATCH_RAM,,,2025-04-02 00:00:00.000,450.0,,3,,3),(146,2025-06,0,0.0,0.0
146,8236,,,100,150.0,110,2024-11-14 20:16:12.297,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:05:30.734,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,1,,2),(146,2024-11,0,90.0,4.51085950651685
146,8041,,,100,300.0,447,2024-11-20 07:42:28.069,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:03:42.237,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,2,,2),(146,2024-11,0,0.0,0.0
146,8372,,,100,600.0,49,2025-06-02 10:20:05.388,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.223,BATCH_RAM,,,2025-04-02 00:00:00.000,450.0,,4,,3),(146,2025-06,0,0.0,0.0
146,8052,,,100,150.0,148,2024-11-11 15:45:24.749,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 13:03:51.370,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,1,,2),(146,2024-11,0,90.0,4.51085950651685
146,14647,,,100,300.0,290,2025-05-29 14:54:59.478,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.104,BATCH_RAM,,,2025-04-02 00:00:00.000,300.0,,2,,2),(146,2025-05,0,0.0,0.0
146,12992,,,100,0.0,219,2025-05-29 16:41:24.774,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-06-11 13:14:01.263,BATCH_RAM,,,2025-04-02 00:00:00.000,450.0,,0,,3),(146,2025-05,1,360.0,5.8888779583328805
146,16026,,,100,150.0,165,2024-11-13 11:42:32.111,2025-06-20 09:15:20.300,2023-12-18 09:56:04.885,RAM,2025-01-17 14:50:12.088,BATCH_RAM,,,2025-04-02 00:00:00.000,600.0,,1,,4),(146,2024-11,0,330.0,5.802118375377063
147,8115,,,100,900.0,1200,2025-05-29 15:08:23.763,2025-06-20 09:15:20.300,2023-12-18 09:57:30.943,RAM,2025-05-30 12:05:55.344,BATCH_RAM,,,2025-04-02 00:00:00.000,900.0,,4,,2),(147,2025-05,0,0.0,0.0
147,8043,,,100,1800.0,1800,2024-11-20 13:50:27.945,2025-06-20 09:15:20.300,2023-12-18 09:57:30.943,RAM,2025-01-17 13:03:43.993,BATCH_RAM,,,2025-04-02 00:00:00.000,1200.0,,6,,4),(147,2024-11,0,0.0,0.0
