ID_LOCALIZACION_COMPRA,accuracy,count,real_restock_rate,pred_restock_rate,avg_quantity_error,total_real_quantity,total_pred_quantity
5548,1.0,1,0.0,0.0,0.0,0.0,0.0
5557,1.0,1,0.0,0.0,0.0,0.0,0.0
5559,1.0,1,1.0,1.0,190.778,280.0,89.222
5574,1.0,1,0.0,0.0,0.0,0.0,0.0
5578,1.0,1,1.0,1.0,186.634,240.0,426.634
5683,1.0,1,0.0,0.0,0.0,0.0,0.0
5716,1.0,1,0.0,0.0,0.0,0.0,0.0
5725,1.0,1,0.0,0.0,0.0,0.0,0.0
5729,1.0,1,0.0,0.0,0.0,0.0,0.0
5754,1.0,1,0.0,0.0,0.0,0.0,0.0
5757,1.0,1,0.0,0.0,0.0,0.0,0.0
5758,1.0,1,0.0,0.0,0.0,0.0,0.0
5787,1.0,1,0.0,0.0,0.0,0.0,0.0
5792,1.0,2,0.5,0.5,18.743,200.0,162.515
5796,1.0,1,0.0,0.0,0.0,0.0,0.0
5833,0.0,1,0.0,1.0,827.778,0.0,827.778
5854,1.0,1,0.0,0.0,0.0,0.0,0.0
5865,1.0,1,0.0,0.0,0.0,0.0,0.0
5887,1.0,1,0.0,0.0,0.0,0.0,0.0
5888,1.0,1,0.0,0.0,0.0,0.0,0.0
5895,1.0,1,0.0,0.0,0.0,0.0,0.0
5914,1.0,1,0.0,0.0,0.0,0.0,0.0
5945,1.0,1,0.0,0.0,0.0,0.0,0.0
5948,1.0,1,0.0,0.0,0.0,0.0,0.0
5964,1.0,1,0.0,0.0,0.0,0.0,0.0
5984,1.0,1,0.0,0.0,0.0,0.0,0.0
6117,0.0,1,1.0,0.0,240.0,240.0,0.0
6223,1.0,1,0.0,0.0,0.0,0.0,0.0
6231,1.0,1,0.0,0.0,0.0,0.0,0.0
6266,1.0,1,0.0,0.0,0.0,0.0,0.0
6286,0.0,1,0.0,1.0,148.449,0.0,148.449
6326,1.0,2,1.0,1.0,27.95,272.0,321.675
6338,1.0,2,0.0,0.0,0.0,0.0,0.0
6354,1.0,1,0.0,0.0,0.0,0.0,0.0
6364,1.0,1,0.0,0.0,0.0,0.0,0.0
6370,1.0,1,0.0,0.0,0.0,0.0,0.0
6423,0.0,1,0.0,1.0,115.814,0.0,115.814
6458,0.5,2,0.0,0.5,144.629,0.0,289.259
6467,1.0,1,1.0,1.0,66.749,160.0,226.749
6487,1.0,1,0.0,0.0,0.0,0.0,0.0
6490,0.0,1,0.0,1.0,191.462,0.0,191.462
6515,0.0,1,0.0,1.0,89.222,0.0,89.222
6518,0.0,1,1.0,0.0,1920.0,1920.0,0.0
6531,1.0,1,0.0,0.0,0.0,0.0,0.0
6540,1.0,1,0.0,0.0,0.0,0.0,0.0
6543,1.0,1,0.0,0.0,0.0,0.0,0.0
6554,0.0,1,0.0,1.0,352.634,0.0,352.634
6561,1.0,1,0.0,0.0,0.0,0.0,0.0
6570,0.0,2,0.0,1.0,262.728,0.0,525.455
6598,0.0,1,1.0,0.0,1280.0,1280.0,0.0
6606,1.0,1,0.0,0.0,0.0,0.0,0.0
6609,1.0,1,0.0,0.0,0.0,0.0,0.0
6640,0.0,1,0.0,1.0,184.312,0.0,184.312
6659,0.0,1,0.0,1.0,240.721,0.0,240.721
6760,1.0,2,0.0,0.0,0.0,0.0,0.0
6796,0.0,1,0.0,1.0,2161.541,0.0,2161.541
6885,0.0,1,0.0,1.0,3891.901,0.0,3891.901
6891,1.0,1,0.0,0.0,0.0,0.0,0.0
6898,1.0,1,0.0,0.0,0.0,0.0,0.0
6902,1.0,1,0.0,0.0,0.0,0.0,0.0
6957,1.0,1,0.0,0.0,0.0,0.0,0.0
6964,1.0,1,1.0,1.0,1303.676,2100.0,796.324
6985,1.0,1,0.0,0.0,0.0,0.0,0.0
6988,1.0,1,0.0,0.0,0.0,0.0,0.0
7095,1.0,1,0.0,0.0,0.0,0.0,0.0
7132,1.0,1,0.0,0.0,0.0,0.0,0.0
7163,1.0,3,0.0,0.0,0.0,0.0,0.0
7169,1.0,1,0.0,0.0,0.0,0.0,0.0
7180,1.0,1,0.0,0.0,0.0,0.0,0.0
7189,1.0,1,0.0,0.0,0.0,0.0,0.0
7190,1.0,1,0.0,0.0,0.0,0.0,0.0
7201,0.0,1,0.0,1.0,81.047,0.0,81.047
7202,1.0,1,0.0,0.0,0.0,0.0,0.0
7224,1.0,1,0.0,0.0,0.0,0.0,0.0
7233,0.0,1,1.0,0.0,2800.0,2800.0,0.0
7241,0.5,2,0.0,0.5,180.285,0.0,360.571
7263,1.0,1,0.0,0.0,0.0,0.0,0.0
7269,1.0,1,1.0,1.0,75.55,1140.0,1215.55
7270,0.0,2,0.5,0.5,3046.04,1120.0,4972.079
7284,1.0,1,0.0,0.0,0.0,0.0,0.0
7307,1.0,1,1.0,1.0,167.572,285.0,117.428
7362,1.0,1,0.0,0.0,0.0,0.0,0.0
7367,0.333,3,0.333,0.333,1647.777,1200.0,3743.331
7387,1.0,1,0.0,0.0,0.0,0.0,0.0
7410,1.0,1,1.0,1.0,26.411,120.0,146.411
7419,1.0,1,0.0,0.0,0.0,0.0,0.0
7422,1.0,1,1.0,1.0,93.155,240.0,333.155
7437,1.0,1,1.0,1.0,201.137,36.0,237.137
7439,1.0,1,0.0,0.0,0.0,0.0,0.0
7455,1.0,1,0.0,0.0,0.0,0.0,0.0
7495,1.0,1,0.0,0.0,0.0,0.0,0.0
7504,1.0,1,0.0,0.0,0.0,0.0,0.0
7507,1.0,1,0.0,0.0,0.0,0.0,0.0
7511,1.0,1,0.0,0.0,0.0,0.0,0.0
7512,1.0,1,0.0,0.0,0.0,0.0,0.0
7525,1.0,2,0.0,0.0,0.0,0.0,0.0
7533,0.0,1,0.0,1.0,70.67,0.0,70.67
7534,1.0,1,0.0,0.0,0.0,0.0,0.0
7546,0.0,1,1.0,0.0,12.0,12.0,0.0
7556,1.0,3,0.0,0.0,0.0,0.0,0.0
7567,0.0,1,0.0,1.0,937.576,0.0,937.576
7573,0.0,1,0.0,1.0,147.319,0.0,147.319
7575,0.0,1,0.0,1.0,3891.901,0.0,3891.901
7580,1.0,1,0.0,0.0,0.0,0.0,0.0
7593,0.0,1,0.0,1.0,1790.583,0.0,1790.583
7596,1.0,1,1.0,1.0,433.238,1800.0,1366.762
7597,1.0,1,0.0,0.0,0.0,0.0,0.0
7625,0.0,1,0.0,1.0,3119.733,0.0,3119.733
7627,1.0,1,0.0,0.0,0.0,0.0,0.0
7654,1.0,1,0.0,0.0,0.0,0.0,0.0
7657,1.0,1,0.0,0.0,0.0,0.0,0.0
7674,1.0,2,0.0,0.0,0.0,0.0,0.0
7683,0.5,2,0.5,1.0,637.442,120.0,1394.884
7688,0.0,1,1.0,0.0,60.0,60.0,0.0
7717,0.0,1,0.0,1.0,146.655,0.0,146.655
7747,1.0,1,0.0,0.0,0.0,0.0,0.0
7754,1.0,1,0.0,0.0,0.0,0.0,0.0
7779,1.0,1,0.0,0.0,0.0,0.0,0.0
7785,1.0,1,0.0,0.0,0.0,0.0,0.0
7791,1.0,1,0.0,0.0,0.0,0.0,0.0
7807,1.0,2,0.5,0.5,583.342,1620.0,453.315
7850,0.0,1,0.0,1.0,141.537,0.0,141.537
7866,1.0,1,0.0,0.0,0.0,0.0,0.0
7875,1.0,1,0.0,0.0,0.0,0.0,0.0
7913,1.0,1,1.0,1.0,11.865,32.0,43.865
7916,1.0,1,1.0,1.0,7.76,40.0,32.24
7917,0.5,2,0.5,1.0,1018.694,4000.0,2851.313
7923,1.0,2,0.0,0.0,0.0,0.0,0.0
7934,1.0,1,0.0,0.0,0.0,0.0,0.0
7960,1.0,1,0.0,0.0,0.0,0.0,0.0
7962,1.0,1,0.0,0.0,0.0,0.0,0.0
7971,1.0,1,0.0,0.0,0.0,0.0,0.0
7978,1.0,1,0.0,0.0,0.0,0.0,0.0
7981,1.0,2,0.5,0.5,50.189,480.0,379.622
8011,1.0,1,0.0,0.0,0.0,0.0,0.0
8018,1.0,1,0.0,0.0,0.0,0.0,0.0
8071,1.0,1,0.0,0.0,0.0,0.0,0.0
8076,1.0,1,0.0,0.0,0.0,0.0,0.0
8115,1.0,1,0.0,0.0,0.0,0.0,0.0
8119,1.0,1,0.0,0.0,0.0,0.0,0.0
8127,1.0,2,0.0,0.0,0.0,0.0,0.0
8168,1.0,1,0.0,0.0,0.0,0.0,0.0
8179,0.0,1,0.0,1.0,248.451,0.0,248.451
8193,1.0,1,0.0,0.0,0.0,0.0,0.0
8240,1.0,1,0.0,0.0,0.0,0.0,0.0
8266,1.0,1,0.0,0.0,0.0,0.0,0.0
8297,1.0,1,0.0,0.0,0.0,0.0,0.0
8310,1.0,1,0.0,0.0,0.0,0.0,0.0
8318,1.0,1,0.0,0.0,0.0,0.0,0.0
8319,1.0,1,0.0,0.0,0.0,0.0,0.0
8339,1.0,1,0.0,0.0,0.0,0.0,0.0
8345,1.0,1,0.0,0.0,0.0,0.0,0.0
8348,1.0,1,0.0,0.0,0.0,0.0,0.0
8369,0.5,2,1.0,0.5,3987.949,9600.0,1624.102
8426,0.0,1,0.0,1.0,501.562,0.0,501.562
8429,1.0,1,0.0,0.0,0.0,0.0,0.0
8436,1.0,1,0.0,0.0,0.0,0.0,0.0
8471,1.0,1,1.0,1.0,243.392,480.0,236.608
8601,1.0,1,0.0,0.0,0.0,0.0,0.0
8627,1.0,1,0.0,0.0,0.0,0.0,0.0
8669,1.0,1,0.0,0.0,0.0,0.0,0.0
8709,1.0,1,0.0,0.0,0.0,0.0,0.0
8722,1.0,1,0.0,0.0,0.0,0.0,0.0
8738,0.0,1,1.0,0.0,120.0,120.0,0.0
8807,1.0,1,0.0,0.0,0.0,0.0,0.0
8864,1.0,1,0.0,0.0,0.0,0.0,0.0
8882,1.0,1,0.0,0.0,0.0,0.0,0.0
8906,0.0,1,1.0,0.0,1520.0,1520.0,0.0
9008,0.0,1,0.0,1.0,2670.806,0.0,2670.806
9022,1.0,2,0.0,0.0,0.0,0.0,0.0
9060,1.0,1,0.0,0.0,0.0,0.0,0.0
9064,1.0,1,0.0,0.0,0.0,0.0,0.0
9065,0.0,1,1.0,0.0,1200.0,1200.0,0.0
9085,1.0,1,1.0,1.0,256.041,3500.0,3243.959
9086,1.0,1,1.0,1.0,37.193,128.0,165.193
9092,1.0,1,0.0,0.0,0.0,0.0,0.0
9124,1.0,1,0.0,0.0,0.0,0.0,0.0
9144,1.0,2,0.5,0.5,150.647,480.0,178.705
9149,1.0,2,0.0,0.0,0.0,0.0,0.0
9169,1.0,1,0.0,0.0,0.0,0.0,0.0
9211,1.0,1,0.0,0.0,0.0,0.0,0.0
9235,1.0,1,1.0,1.0,68.065,64.0,132.065
9241,0.5,2,0.0,0.5,952.795,0.0,1905.59
9244,0.0,1,0.0,1.0,105.447,0.0,105.447
9245,0.0,1,0.0,1.0,265.517,0.0,265.517
9263,1.0,1,0.0,0.0,0.0,0.0,0.0
9873,1.0,1,0.0,0.0,0.0,0.0,0.0
10202,1.0,1,1.0,1.0,1.09,30.0,31.09
10208,1.0,1,0.0,0.0,0.0,0.0,0.0
10211,1.0,3,0.0,0.0,0.0,0.0,0.0
10224,1.0,1,0.0,0.0,0.0,0.0,0.0
10236,1.0,1,0.0,0.0,0.0,0.0,0.0
10251,1.0,1,0.0,0.0,0.0,0.0,0.0
10252,1.0,2,0.0,0.0,0.0,0.0,0.0
10314,1.0,1,0.0,0.0,0.0,0.0,0.0
10316,0.0,1,1.0,0.0,240.0,240.0,0.0
10319,0.5,2,0.0,0.5,175.25,0.0,350.499
10331,1.0,1,1.0,1.0,347.552,600.0,947.552
10361,1.0,1,0.0,0.0,0.0,0.0,0.0
10446,1.0,1,0.0,0.0,0.0,0.0,0.0
10504,1.0,1,0.0,0.0,0.0,0.0,0.0
10625,0.5,2,0.0,0.5,59.649,0.0,119.299
10626,1.0,2,0.5,0.5,270.033,800.0,259.935
10679,1.0,3,0.333,0.333,27.774,960.0,876.677
10687,1.0,1,0.0,0.0,0.0,0.0,0.0
10695,1.0,1,1.0,1.0,66.865,240.0,306.865
10723,1.0,1,0.0,0.0,0.0,0.0,0.0
10814,1.0,1,0.0,0.0,0.0,0.0,0.0
10823,0.5,2,0.0,0.5,180.285,0.0,360.571
10826,0.5,2,0.0,0.5,270.004,0.0,540.008
10875,1.0,1,1.0,1.0,611.531,6400.0,5788.469
10876,1.0,2,0.0,0.0,0.0,0.0,0.0
10906,1.0,2,0.0,0.0,0.0,0.0,0.0
10910,0.0,1,0.0,1.0,240.25,0.0,240.25
10912,1.0,1,0.0,0.0,0.0,0.0,0.0
11574,1.0,1,0.0,0.0,0.0,0.0,0.0
11578,1.0,1,1.0,1.0,250.664,360.0,109.336
11623,1.0,2,0.0,0.0,0.0,0.0,0.0
11632,1.0,1,0.0,0.0,0.0,0.0,0.0
11636,1.0,1,0.0,0.0,0.0,0.0,0.0
11637,1.0,1,1.0,1.0,31.314,32.0,63.314
11640,1.0,1,1.0,1.0,1093.79,2400.0,1306.21
11641,0.0,1,0.0,1.0,123.05,0.0,123.05
11644,1.0,1,0.0,0.0,0.0,0.0,0.0
11660,1.0,1,0.0,0.0,0.0,0.0,0.0
11694,1.0,1,0.0,0.0,0.0,0.0,0.0
11704,1.0,1,0.0,0.0,0.0,0.0,0.0
11732,1.0,1,1.0,1.0,48.313,160.0,208.313
11746,0.0,1,1.0,0.0,800.0,800.0,0.0
11790,0.5,2,0.0,0.5,49.299,0.0,98.598
11836,0.0,1,0.0,1.0,661.06,0.0,661.06
11866,0.5,2,0.0,0.5,14.313,0.0,28.626
11875,1.0,1,0.0,0.0,0.0,0.0,0.0
11923,1.0,1,0.0,0.0,0.0,0.0,0.0
11931,1.0,1,0.0,0.0,0.0,0.0,0.0
11942,1.0,1,0.0,0.0,0.0,0.0,0.0
11943,1.0,1,0.0,0.0,0.0,0.0,0.0
11952,1.0,2,0.5,0.5,250.752,900.0,398.496
11960,1.0,1,1.0,1.0,595.588,160.0,755.588
11964,1.0,2,0.5,0.5,759.866,1600.0,3119.733
11995,1.0,1,0.0,0.0,0.0,0.0,0.0
11996,1.0,1,0.0,0.0,0.0,0.0,0.0
12029,0.0,1,1.0,0.0,1200.0,1200.0,0.0
12043,1.0,1,0.0,0.0,0.0,0.0,0.0
12044,1.0,1,0.0,0.0,0.0,0.0,0.0
12050,1.0,1,1.0,1.0,8.342,4.0,12.342
12057,1.0,1,1.0,1.0,294.088,150.0,444.088
12085,0.5,2,0.0,0.5,198.887,0.0,397.774
12105,1.0,1,0.0,0.0,0.0,0.0,0.0
12147,1.0,1,1.0,1.0,993.765,1500.0,506.235
12152,1.0,1,0.0,0.0,0.0,0.0,0.0
12153,0.0,1,1.0,0.0,480.0,480.0,0.0
12154,1.0,1,0.0,0.0,0.0,0.0,0.0
12158,0.0,1,0.0,1.0,98.791,0.0,98.791
12175,1.0,1,0.0,0.0,0.0,0.0,0.0
12188,1.0,2,0.5,0.5,896.054,4000.0,2207.893
12194,1.0,1,0.0,0.0,0.0,0.0,0.0
12209,1.0,2,0.0,0.0,0.0,0.0,0.0
12212,0.0,1,0.0,1.0,6150.945,0.0,6150.945
12234,1.0,1,0.0,0.0,0.0,0.0,0.0
12239,1.0,1,0.0,0.0,0.0,0.0,0.0
12247,1.0,1,0.0,0.0,0.0,0.0,0.0
12274,1.0,1,0.0,0.0,0.0,0.0,0.0
12316,1.0,1,0.0,0.0,0.0,0.0,0.0
12318,0.0,1,0.0,1.0,105.447,0.0,105.447
12335,0.0,1,0.0,1.0,308.848,0.0,308.848
12366,1.0,1,0.0,0.0,0.0,0.0,0.0
12367,0.0,1,0.0,1.0,31.09,0.0,31.09
12372,1.0,1,0.0,0.0,0.0,0.0,0.0
12378,1.0,2,0.5,0.5,121.603,800.0,1043.207
12385,1.0,1,1.0,1.0,64.787,120.0,184.787
12389,0.0,1,0.0,1.0,153.305,0.0,153.305
12407,1.0,1,0.0,0.0,0.0,0.0,0.0
12408,1.0,2,0.0,0.0,0.0,0.0,0.0
12416,0.0,1,1.0,0.0,1600.0,1600.0,0.0
12421,0.0,1,0.0,1.0,91.384,0.0,91.384
12424,1.0,1,1.0,1.0,69.693,120.0,189.693
12426,1.0,1,0.0,0.0,0.0,0.0,0.0
12432,1.0,1,0.0,0.0,0.0,0.0,0.0
12440,1.0,1,0.0,0.0,0.0,0.0,0.0
12446,1.0,1,0.0,0.0,0.0,0.0,0.0
12449,1.0,1,0.0,0.0,0.0,0.0,0.0
12454,1.0,1,0.0,0.0,0.0,0.0,0.0
12456,0.0,1,0.0,1.0,347.532,0.0,347.532
12468,0.0,1,0.0,1.0,306.253,0.0,306.253
12474,1.0,1,0.0,0.0,0.0,0.0,0.0
12478,1.0,3,0.333,0.333,72.37,384.0,166.891
12479,1.0,2,0.5,0.5,39.933,96.0,175.866
12481,0.0,1,1.0,0.0,150.0,150.0,0.0
12496,0.0,2,0.5,0.5,1028.795,152.0,1905.59
12537,1.0,1,1.0,1.0,113.142,2600.0,2713.142
12545,1.0,2,0.5,0.5,456.589,1600.0,2513.179
12583,1.0,1,1.0,1.0,369.106,480.0,849.106
12593,1.0,1,0.0,0.0,0.0,0.0,0.0
12596,0.0,1,1.0,0.0,750.0,750.0,0.0
12611,1.0,2,0.0,0.0,0.0,0.0,0.0
12629,1.0,2,0.5,0.5,21.604,120.0,76.792
12638,1.0,1,1.0,1.0,3316.561,4200.0,883.439
12649,1.0,1,0.0,0.0,0.0,0.0,0.0
12651,1.0,1,0.0,0.0,0.0,0.0,0.0
12663,0.0,1,0.0,1.0,270.362,0.0,270.362
12666,0.0,1,0.0,1.0,1434.862,0.0,1434.862
12668,1.0,1,0.0,0.0,0.0,0.0,0.0
12678,1.0,1,0.0,0.0,0.0,0.0,0.0
12688,1.0,2,0.0,0.0,0.0,0.0,0.0
12692,0.0,1,0.0,1.0,229.735,0.0,229.735
12701,1.0,2,0.0,0.0,0.0,0.0,0.0
12703,1.0,1,0.0,0.0,0.0,0.0,0.0
12704,0.667,3,0.333,0.667,15.681,160.0,140.431
12720,0.5,2,1.0,0.5,13.027,168.0,178.055
12722,0.0,1,0.0,1.0,72.683,0.0,72.683
12725,1.0,1,0.0,0.0,0.0,0.0,0.0
12726,1.0,2,0.0,0.0,0.0,0.0,0.0
12740,0.5,2,0.0,0.5,244.734,0.0,489.469
12741,1.0,1,0.0,0.0,0.0,0.0,0.0
12742,1.0,1,0.0,0.0,0.0,0.0,0.0
12751,1.0,1,0.0,0.0,0.0,0.0,0.0
12752,1.0,1,0.0,0.0,0.0,0.0,0.0
12755,1.0,2,0.0,0.0,0.0,0.0,0.0
12758,0.0,1,0.0,1.0,2979.016,0.0,2979.016
12774,0.5,2,0.0,0.5,369.248,0.0,738.497
12777,1.0,1,0.0,0.0,0.0,0.0,0.0
12778,1.0,1,1.0,1.0,21.279,40.0,61.279
12780,1.0,1,1.0,1.0,41.757,120.0,78.243
12784,1.0,1,0.0,0.0,0.0,0.0,0.0
12785,0.333,3,0.333,0.333,131.418,240.0,154.253
12790,1.0,1,0.0,0.0,0.0,0.0,0.0
12791,1.0,1,1.0,1.0,306.756,720.0,413.244
12807,1.0,1,1.0,1.0,222.063,380.0,157.937
12822,1.0,2,0.0,0.0,0.0,0.0,0.0
12838,0.0,1,0.0,1.0,100.32,0.0,100.32
12840,1.0,1,0.0,0.0,0.0,0.0,0.0
12843,1.0,1,0.0,0.0,0.0,0.0,0.0
12849,1.0,1,0.0,0.0,0.0,0.0,0.0
12859,1.0,1,0.0,0.0,0.0,0.0,0.0
12895,1.0,1,0.0,0.0,0.0,0.0,0.0
12899,1.0,2,0.0,0.0,0.0,0.0,0.0
12902,1.0,3,0.0,0.0,0.0,0.0,0.0
12904,1.0,2,0.0,0.0,0.0,0.0,0.0
12920,1.0,1,1.0,1.0,323.13,1240.0,916.87
12935,1.0,1,0.0,0.0,0.0,0.0,0.0
12947,1.0,1,0.0,0.0,0.0,0.0,0.0
12957,1.0,1,1.0,1.0,110.966,240.0,350.966
12962,1.0,1,0.0,0.0,0.0,0.0,0.0
12970,1.0,1,0.0,0.0,0.0,0.0,0.0
12974,1.0,3,0.0,0.0,0.0,0.0,0.0
12994,1.0,1,0.0,0.0,0.0,0.0,0.0
13501,1.0,1,0.0,0.0,0.0,0.0,0.0
13502,1.0,2,0.0,0.0,0.0,0.0,0.0
13511,1.0,1,1.0,1.0,27.767,16.0,43.767
13545,1.0,1,0.0,0.0,0.0,0.0,0.0
13548,1.0,1,0.0,0.0,0.0,0.0,0.0
13552,1.0,1,0.0,0.0,0.0,0.0,0.0
13554,0.5,2,0.5,0.0,100.0,200.0,0.0
13605,1.0,1,0.0,0.0,0.0,0.0,0.0
13620,0.667,3,0.0,0.333,262.819,0.0,788.457
13644,0.0,1,0.0,1.0,2855.052,0.0,2855.052
13669,1.0,1,0.0,0.0,0.0,0.0,0.0
13679,1.0,1,0.0,0.0,0.0,0.0,0.0
13735,1.0,1,0.0,0.0,0.0,0.0,0.0
13742,1.0,1,0.0,0.0,0.0,0.0,0.0
13826,1.0,1,0.0,0.0,0.0,0.0,0.0
13849,0.0,1,0.0,1.0,621.324,0.0,621.324
13857,0.0,2,0.5,0.5,34.302,40.0,28.605
13862,0.0,1,0.0,1.0,1195.646,0.0,1195.646
13866,1.0,1,1.0,1.0,33.689,48.0,81.689
13870,1.0,3,0.0,0.0,0.0,0.0,0.0
13897,1.0,1,1.0,1.0,1661.503,2400.0,738.497
13914,1.0,1,0.0,0.0,0.0,0.0,0.0
13915,1.0,1,0.0,0.0,0.0,0.0,0.0
13919,1.0,1,0.0,0.0,0.0,0.0,0.0
13937,1.0,1,1.0,1.0,694.717,480.0,1174.717
13946,1.0,1,0.0,0.0,0.0,0.0,0.0
13953,0.0,1,0.0,1.0,213.638,0.0,213.638
13956,1.0,2,0.0,0.0,0.0,0.0,0.0
14012,0.0,1,0.0,1.0,19.443,0.0,19.443
14500,1.0,1,0.0,0.0,0.0,0.0,0.0
14516,1.0,1,0.0,0.0,0.0,0.0,0.0
14555,1.0,2,0.0,0.0,0.0,0.0,0.0
14610,1.0,1,0.0,0.0,0.0,0.0,0.0
14694,0.0,1,0.0,1.0,350.966,0.0,350.966
14703,1.0,1,1.0,1.0,108.381,160.0,51.619
14706,1.0,1,0.0,0.0,0.0,0.0,0.0
14713,1.0,1,1.0,1.0,73.769,72.0,145.769
14732,1.0,1,0.0,0.0,0.0,0.0,0.0
14749,1.0,1,0.0,0.0,0.0,0.0,0.0
14766,1.0,1,1.0,1.0,181.422,360.0,178.578
14770,1.0,1,0.0,0.0,0.0,0.0,0.0
14774,1.0,1,1.0,1.0,223.441,380.0,156.559
14777,1.0,1,0.0,0.0,0.0,0.0,0.0
14789,0.0,1,0.0,1.0,251.868,0.0,251.868
14929,1.0,1,0.0,0.0,0.0,0.0,0.0
14930,1.0,1,1.0,1.0,490.59,1200.0,709.41
14934,1.0,1,1.0,1.0,121.505,48.0,169.505
14947,1.0,1,0.0,0.0,0.0,0.0,0.0
14949,1.0,1,0.0,0.0,0.0,0.0,0.0
14960,1.0,1,0.0,0.0,0.0,0.0,0.0
14961,1.0,1,0.0,0.0,0.0,0.0,0.0
14962,1.0,1,0.0,0.0,0.0,0.0,0.0
14988,1.0,1,0.0,0.0,0.0,0.0,0.0
14992,1.0,1,0.0,0.0,0.0,0.0,0.0
16004,0.0,1,0.0,1.0,1922.627,0.0,1922.627
16007,1.0,2,0.5,0.5,40.615,240.0,321.231
16026,1.0,1,0.0,0.0,0.0,0.0,0.0
16027,1.0,1,0.0,0.0,0.0,0.0,0.0
16037,1.0,1,0.0,0.0,0.0,0.0,0.0
16053,1.0,1,1.0,1.0,351.786,480.0,128.214
16060,1.0,1,0.0,0.0,0.0,0.0,0.0
16090,1.0,2,0.0,0.0,0.0,0.0,0.0
16106,1.0,2,0.0,0.0,0.0,0.0,0.0
16129,1.0,2,0.0,0.0,0.0,0.0,0.0
16130,1.0,1,0.0,0.0,0.0,0.0,0.0
16131,1.0,1,0.0,0.0,0.0,0.0,0.0
16141,1.0,1,0.0,0.0,0.0,0.0,0.0
16142,1.0,1,0.0,0.0,0.0,0.0,0.0
16164,0.667,3,0.667,1.0,66.386,24.0,223.157
16167,0.0,1,0.0,1.0,387.95,0.0,387.95
16169,1.0,1,0.0,0.0,0.0,0.0,0.0
16174,1.0,2,0.0,0.0,0.0,0.0,0.0
16195,1.0,1,0.0,0.0,0.0,0.0,0.0
16202,1.0,1,0.0,0.0,0.0,0.0,0.0
16205,1.0,1,0.0,0.0,0.0,0.0,0.0
16208,1.0,2,1.0,1.0,110.495,416.0,198.8
16222,0.0,2,1.0,0.0,4000.0,8000.0,0.0
16232,1.0,1,0.0,0.0,0.0,0.0,0.0
16233,0.5,2,0.0,0.5,41.754,0.0,83.508
16265,1.0,1,0.0,0.0,0.0,0.0,0.0
16274,1.0,1,0.0,0.0,0.0,0.0,0.0
16293,1.0,1,0.0,0.0,0.0,0.0,0.0
16295,0.5,2,0.5,0.0,2375.0,4750.0,0.0
16313,1.0,1,1.0,1.0,14.493,192.0,177.507
16341,1.0,2,0.5,0.5,76.179,480.0,632.358
16350,1.0,1,0.0,0.0,0.0,0.0,0.0
16353,1.0,2,1.0,1.0,379.76,1260.0,650.579
16354,1.0,1,1.0,1.0,177.205,120.0,297.205
16355,1.0,1,0.0,0.0,0.0,0.0,0.0
16361,1.0,1,0.0,0.0,0.0,0.0,0.0
16366,0.0,1,0.0,1.0,38.11,0.0,38.11
16367,1.0,1,0.0,0.0,0.0,0.0,0.0
16372,0.0,2,0.5,0.5,11894.538,23100.0,689.077
16373,1.0,1,0.0,0.0,0.0,0.0,0.0
16375,0.0,1,0.0,1.0,1108.107,0.0,1108.107
16376,0.0,1,1.0,0.0,1140.0,1140.0,0.0
16381,1.0,2,0.5,0.5,72.93,128.0,273.86
16441,0.5,2,0.0,0.5,26.477,0.0,52.953
16445,1.0,1,0.0,0.0,0.0,0.0,0.0
16451,1.0,1,1.0,1.0,472.284,3500.0,3027.716
16464,0.5,2,0.5,1.0,91.021,60.0,242.041
16469,1.0,1,0.0,0.0,0.0,0.0,0.0
16491,1.0,1,0.0,0.0,0.0,0.0,0.0
16516,1.0,1,0.0,0.0,0.0,0.0,0.0
16535,1.0,1,0.0,0.0,0.0,0.0,0.0
16549,1.0,1,0.0,0.0,0.0,0.0,0.0
16557,1.0,1,0.0,0.0,0.0,0.0,0.0
16565,1.0,2,0.0,0.0,0.0,0.0,0.0
16615,0.0,1,1.0,0.0,120.0,120.0,0.0
16655,1.0,2,0.0,0.0,0.0,0.0,0.0
16670,1.0,1,0.0,0.0,0.0,0.0,0.0
16680,1.0,1,1.0,1.0,67.308,60.0,127.308
16703,1.0,1,0.0,0.0,0.0,0.0,0.0
16718,1.0,1,0.0,0.0,0.0,0.0,0.0
16727,1.0,1,0.0,0.0,0.0,0.0,0.0
16742,1.0,1,0.0,0.0,0.0,0.0,0.0
16745,1.0,1,1.0,1.0,27.672,20.0,47.672
16763,1.0,1,0.0,0.0,0.0,0.0,0.0
16791,1.0,1,0.0,0.0,0.0,0.0,0.0
16796,0.0,1,1.0,0.0,240.0,240.0,0.0
16825,1.0,2,0.5,0.5,213.908,600.0,172.184
16847,1.0,2,0.0,0.0,0.0,0.0,0.0
16987,1.0,1,1.0,1.0,78.707,60.0,138.707
