ID_LOCALIZACION,Exactitud,Tasa_Real_Reposición,Tasa_Pred_Reposición,Error_Medio_Cantidad
10626,1.0,0.0,0.0,4.0
10670,0.6666666666666666,1.0,0.6666666666666666,272.59721120198566
10679,1.0,0.0,0.0,50.0
10806,1.0,0.0,0.0,0.0
10814,0.6666666666666666,0.0,0.3333333333333333,44.64661153157552
10823,0.0,0.0,1.0,232.68760681152344
10828,1.0,0.0,0.0,24.0
10838,0.0,1.0,0.0,240.0
10841,1.0,0.0,0.0,0.0
10848,1.0,0.0,0.0,600.0
10875,1.0,1.0,1.0,4429.3114013671875
10877,0.0,0.0,1.0,84.84465789794922
10888,1.0,0.0,0.0,480.0
10906,1.0,0.0,0.0,90.0
10907,1.0,0.0,0.0,0.0
11083,0.0,1.0,0.0,57.0
11562,1.0,0.0,0.0,0.0
11564,0.5,0.5,0.0,120.0
11578,1.0,1.0,1.0,275.93634033203125
11603,1.0,1.0,1.0,9.193382263183594
11621,0.0,1.0,0.0,16.0
11623,1.0,0.0,0.0,0.0
11644,1.0,1.0,1.0,237.7425994873047
11682,1.0,0.0,0.0,0.0
11684,1.0,0.0,0.0,0.0
11694,1.0,0.0,0.0,60.0
11758,0.0,0.0,1.0,36.611328125
11767,0.0,0.0,1.0,22.247772216796875
11866,0.0,0.0,1.0,25.87312126159668
11900,1.0,0.0,0.0,0.0
11919,0.0,0.0,1.0,859.7079925537109
11920,0.0,1.0,0.0,480.0
11923,0.5,0.0,0.5,96.06175994873047
11924,1.0,0.0,0.0,0.0
11942,1.0,0.0,0.0,1800.0
11943,1.0,0.0,0.0,0.0
11952,1.0,1.0,1.0,1272.0710754394531
11954,1.0,0.0,0.0,0.0
11960,1.0,0.0,0.0,0.0
11964,1.0,1.0,1.0,110.460205078125
11989,1.0,1.0,1.0,75.8947982788086
11991,0.5,0.5,0.0,620.0
11995,1.0,0.0,0.0,0.0
11996,0.5,0.5,1.0,46.237722396850586
11999,1.0,0.0,0.0,0.0
12019,0.0,1.0,0.0,600.0
12029,1.0,0.5,0.5,341.0382080078125
12042,1.0,0.0,0.0,520.0
12043,1.0,1.0,1.0,328.8545227050781
12045,1.0,0.0,0.0,0.0
12057,1.0,0.0,0.0,500.0
12085,1.0,0.0,0.0,0.0
12089,1.0,0.0,0.0,240.0
12105,1.0,0.0,0.0,0.0
12147,1.0,0.5,0.5,1276.6965942382812
12152,1.0,0.0,0.0,120.0
12153,1.0,0.0,0.0,0.0
12154,1.0,0.0,0.0,0.0
12156,1.0,1.0,1.0,2.1553421020507812
12158,0.0,0.0,1.0,181.43377685546875
12178,1.0,0.0,0.0,0.0
12209,0.5,0.0,0.5,54.34865188598633
12239,1.0,1.0,1.0,2106.3419494628906
12243,0.5,1.0,0.5,4744.7698974609375
12244,0.0,0.0,1.0,822.759521484375
12271,1.0,0.0,0.0,720.0
12274,1.0,0.0,0.0,0.0
12289,0.0,0.0,1.0,380.5587158203125
12291,1.0,0.0,0.0,0.0
12294,0.0,0.0,1.0,243.7016143798828
12316,0.0,0.0,1.0,137.04310607910156
12317,1.0,0.0,0.0,0.0
12335,0.5,0.5,1.0,2258.0427780151367
12351,1.0,1.0,1.0,209.59725952148438
12366,1.0,0.0,0.0,0.0
12378,1.0,0.0,0.0,120.0
12385,0.0,0.0,1.0,586.8585205078125
12407,1.0,0.0,0.0,0.0
12414,0.0,1.0,0.0,1140.0
12421,0.0,0.0,1.0,97.21234893798828
12424,1.0,1.0,1.0,60.86509704589844
12426,1.0,0.0,0.0,0.0
12432,1.0,0.0,0.0,0.0
12440,1.0,0.0,0.0,0.0
12449,1.0,0.0,0.0,60.0
12456,1.0,0.0,0.0,12.0
12461,1.0,0.0,0.0,0.0
12468,0.0,0.0,1.0,15.425033569335938
12473,1.0,1.0,1.0,21.451702117919922
12474,1.0,0.0,0.0,0.0
12478,1.0,0.0,0.0,600.0
12479,1.0,1.0,1.0,118.39419555664062
12485,1.0,0.0,0.0,0.0
12490,1.0,1.0,1.0,776.5067138671875
12495,1.0,1.0,1.0,86.88002014160156
12496,0.5,0.5,1.0,717.0118026733398
12537,1.0,1.0,1.0,1516.8411865234375
12539,1.0,0.0,0.0,3240.0
12543,1.0,0.0,0.0,2800.0
12545,1.0,0.0,0.0,240.0
12596,1.0,1.0,1.0,320.7720031738281
12599,0.0,0.0,1.0,151.49676513671875
12638,1.0,1.0,1.0,3471.9658203125
12646,1.0,1.0,1.0,20.611328125
12666,0.0,0.0,1.0,678.259521484375
12668,0.0,0.0,1.0,102.43128204345703
12672,1.0,1.0,1.0,7852.2479248046875
12678,0.0,0.0,1.0,436.3472900390625
12688,1.0,0.0,0.0,9.0
12689,1.0,0.0,0.0,0.0
12692,1.0,1.0,1.0,300.6875457763672
12695,1.0,0.0,0.0,9.0
12703,1.0,0.0,0.0,0.0
12704,1.0,0.0,0.0,0.0
12725,1.0,0.0,0.0,0.0
12742,1.0,0.0,0.0,0.0
12751,1.0,0.0,0.0,320.0
12755,1.0,0.0,0.0,0.0
12761,0.0,0.0,1.0,604.5625
12762,1.0,0.0,0.0,200.0
12774,0.5,0.0,0.5,369.08392333984375
12777,1.0,0.5,0.5,95.97787475585938
12778,1.0,1.0,1.0,34.27159881591797
12780,1.0,1.0,1.0,33.84629821777344
12790,1.0,0.0,0.0,0.0
12807,1.0,1.0,1.0,259.89793395996094
12822,1.0,0.0,0.0,0.0
12838,0.0,0.0,1.0,92.91735076904297
12840,1.0,0.5,0.5,126.19447326660156
12843,1.0,0.0,0.0,660.0
12859,1.0,0.0,0.0,1200.0
12897,1.0,0.0,0.0,180.0
12899,1.0,0.0,0.0,0.0
12902,1.0,0.0,0.0,0.0
12904,1.0,0.0,0.0,800.0
12922,1.0,0.0,0.0,300.0
12928,1.0,0.0,0.0,0.0
12935,1.0,0.0,0.0,160.0
12946,1.0,0.0,0.0,240.0
12957,1.0,1.0,1.0,9.946426391601562
12962,0.6666666666666666,0.0,0.3333333333333333,37.31047821044922
12974,1.0,0.3333333333333333,0.3333333333333333,24.254740397135418
12979,1.0,0.0,0.0,0.0
12994,1.0,0.0,0.0,0.0
12997,1.0,0.0,0.0,180.0
13500,1.0,0.0,0.0,720.0
13537,1.0,0.0,0.0,1200.0
13591,1.0,0.0,0.0,1120.0
13592,1.0,0.0,0.0,0.0
13620,0.5,0.0,0.5,3371.2177124023438
13640,1.0,0.0,0.0,0.0
13663,1.0,0.0,0.0,0.0
13666,1.0,0.0,0.0,0.0
13669,1.0,0.0,0.0,0.0
13671,0.0,0.0,1.0,57.48629379272461
13679,1.0,0.0,0.0,0.0
13710,0.0,0.0,1.0,195.056396484375
13849,0.0,0.0,1.0,556.1903686523438
13862,1.0,1.0,1.0,3911.649169921875
13866,1.0,1.0,1.0,50.94109344482422
13870,1.0,0.0,0.0,50.0
13897,1.0,1.0,1.0,1620.932861328125
13905,1.0,0.0,0.0,3.0
13914,0.0,0.0,1.0,171.7592315673828
13919,1.0,0.0,0.0,0.0
13953,1.0,0.0,0.0,0.0
13979,0.5,0.0,0.5,877.4420166015625
13981,1.0,0.0,0.0,120.0
14012,0.0,0.0,1.0,32.7740478515625
14080,0.6666666666666666,0.3333333333333333,0.0,2.6666666666666665
14500,1.0,0.0,0.0,0.0
14512,0.0,0.0,1.0,504.2764892578125
14610,1.0,0.0,0.0,0.0
14706,1.0,0.0,0.0,260.0
14713,1.0,0.0,0.0,0.0
14741,1.0,0.0,0.0,800.0
14744,0.0,0.0,1.0,265.2779846191406
14749,1.0,0.0,0.0,0.0
14766,1.0,0.0,0.0,0.0
14770,1.0,0.0,0.0,0.0
14771,0.6666666666666666,0.3333333333333333,0.6666666666666666,65.95284271240234
14773,1.0,0.0,0.0,160.0
14779,0.0,0.0,1.0,73.24604034423828
14789,0.5,0.0,0.5,100.12733459472656
14802,0.0,1.0,0.0,240.0
14825,1.0,0.0,0.0,2100.0
14842,1.0,0.0,0.0,0.0
14877,0.5,1.0,0.5,779.0963668823242
14921,0.0,0.0,1.0,7.701408386230469
14929,1.0,0.0,0.0,30.0
14930,1.0,0.0,0.0,0.0
14934,1.0,1.0,1.0,159.55967712402344
14941,1.0,1.0,1.0,62.52717590332031
14946,1.0,0.0,0.0,0.0
14957,0.0,0.0,1.0,1546.8175048828125
14960,1.0,0.0,0.0,2200.0
14961,1.0,0.0,0.0,0.0
14992,1.0,0.0,0.0,90.0
16004,0.5,0.5,1.0,794.9027328491211
16016,0.0,0.0,1.0,11.184192657470703
16036,1.0,0.0,0.0,0.0
16043,1.0,0.5,0.5,0.6856727600097656
16044,1.0,0.0,0.0,0.0
16060,1.0,0.0,0.0,0.0
16069,1.0,0.0,0.0,88.0
16090,1.0,0.0,0.0,0.0
16099,1.0,0.0,0.0,400.0
16106,1.0,0.5,0.5,5.447059631347656
16129,1.0,0.0,0.0,0.0
16136,1.0,1.0,1.0,50.094970703125
16164,0.0,0.0,1.0,37.62354507446289
16190,1.0,1.0,1.0,138.37921142578125
16195,1.0,0.0,0.0,0.0
16196,1.0,0.0,0.0,0.0
16208,1.0,1.0,1.0,256.73348236083984
16216,0.0,1.0,0.0,400.0
16222,0.0,1.0,0.0,4000.0
16232,1.0,0.0,0.0,2000.0
16233,0.0,0.0,1.0,56.99219512939453
16244,1.0,0.0,0.0,420.0
16250,1.0,0.0,0.0,0.0
16251,1.0,0.0,0.0,0.0
16265,0.0,0.0,1.0,183.69866943359375
16269,1.0,0.0,0.0,0.0
16274,1.0,0.0,0.0,0.0
16276,1.0,0.0,0.0,0.0
16290,1.0,0.0,0.0,0.0
16295,0.0,1.0,0.0,4750.0
16311,1.0,0.0,0.0,350.0
16313,0.5,0.5,1.0,61.779029846191406
16320,1.0,0.0,0.0,880.0
16341,1.0,1.0,1.0,126.67333984375
16353,0.0,1.0,0.0,1200.0
16354,0.0,1.0,0.0,120.0
16355,1.0,0.0,0.0,280.0
16360,0.0,0.0,1.0,139.8314971923828
16361,0.0,1.0,0.0,960.0
16365,1.0,0.0,0.0,240.0
16372,0.0,0.0,1.0,40.30084228515625
16373,1.0,0.0,0.0,0.0
16376,0.5,1.0,0.5,791.0778045654297
16381,0.0,0.0,1.0,225.04718017578125
16386,1.0,0.0,0.0,0.0
16424,1.0,0.0,0.0,340.0
16441,1.0,0.0,0.0,240.0
16444,1.0,0.0,0.0,0.0
16446,1.0,0.0,0.0,0.0
16469,1.0,0.0,0.0,1920.0
16500,1.0,0.0,0.0,0.0
16516,1.0,0.0,0.0,0.0
16534,0.5,0.5,1.0,136.54420471191406
16648,1.0,1.0,1.0,469.6064910888672
16655,1.0,0.0,0.0,35.0
16668,1.0,0.0,0.0,0.0
16670,1.0,0.0,0.0,60.0
16680,0.5,1.0,0.5,251.90431213378906
16699,1.0,1.0,1.0,44.68109130859375
16703,0.5,0.0,0.5,72.29605484008789
16706,1.0,0.0,0.0,0.0
16745,0.0,0.0,1.0,56.04377365112305
16763,1.0,0.0,0.0,180.0
16791,1.0,0.0,0.0,0.0
16796,0.0,1.0,0.0,240.0
16799,1.0,1.0,1.0,37.187774658203125
16847,1.0,0.0,0.0,173.33333333333334
