ID_LOCALIZACION,Exactitud,Tasa_Real_Reposición,Tasa_Pred_Reposición,Error_Medio_Cantidad
3548,0.0,0.0,1.0,159.7673797607422
3549,1.0,0.0,0.0,0.0
3565,0.5,1.0,0.5,1662.8702697753906
3571,0.0,0.0,1.0,34.55389404296875
3573,1.0,0.5,0.5,81.13630676269531
3575,1.0,0.0,0.0,0.0
3585,1.0,0.0,0.0,6000.0
3590,1.0,0.0,0.0,160.0
3600,0.0,0.0,1.0,179.13980102539062
3602,0.0,0.0,1.0,82.81222534179688
3606,1.0,0.0,0.0,0.0
3607,0.0,0.0,1.0,183.41036987304688
3622,1.0,1.0,1.0,1187.6908569335938
3626,1.0,0.0,0.0,180.0
3643,0.5,0.0,0.5,2455.095546722412
3644,0.0,1.0,0.0,1400.0
3648,1.0,1.0,1.0,1864.6378173828125
3657,0.6666666666666666,0.3333333333333333,0.6666666666666666,103.13248189290364
3669,0.0,0.0,1.0,102.13911437988281
3677,1.0,0.0,0.0,540.0
3680,1.0,0.5,0.5,21.16326141357422
3681,1.0,0.0,0.0,1400.0
3688,0.0,0.0,1.0,1182.330810546875
3694,0.0,0.0,1.0,458.418701171875
3708,1.0,0.0,0.0,0.0
3729,0.0,0.0,1.0,427.19976806640625
3737,0.0,0.0,1.0,110.19109344482422
3738,0.0,0.0,1.0,1017.7705078125
3739,1.0,0.0,0.0,680.0
3740,1.0,1.0,1.0,72.86273193359375
3748,1.0,1.0,1.0,133.1080322265625
3758,0.0,0.0,1.0,205.60467529296875
3768,1.0,0.0,0.0,1250.0
3791,0.5,0.5,0.0,800.0
3793,0.0,0.0,1.0,181.03236389160156
3800,0.0,0.0,1.0,79.77664184570312
3801,1.0,0.0,0.0,1200.0
3807,1.0,0.5,0.5,810.641845703125
3819,0.0,0.0,1.0,152.09197998046875
3820,1.0,1.0,1.0,87.5905990600586
3826,1.0,1.0,1.0,134.79258728027344
3837,0.0,0.0,1.0,180.90213012695312
3873,1.0,1.0,1.0,1070.2058715820312
3881,0.0,0.0,1.0,55.863311767578125
3889,0.5,0.5,1.0,84.95869445800781
3925,1.0,0.0,0.0,680.0
3944,1.0,0.0,0.0,40.0
3952,1.0,0.0,0.0,30.0
4007,0.0,0.0,1.0,344.8001403808594
4232,0.0,0.0,1.0,63.50817108154297
4619,1.0,0.0,0.0,0.0
4703,0.5,0.5,1.0,5322.993850708008
4714,1.0,0.0,0.0,4.0
4822,0.5,0.5,0.0,71700.0
4858,1.0,0.0,0.0,0.0
4925,0.5,0.5,0.0,180.0
4939,0.0,0.0,1.0,111.421630859375
4943,0.3333333333333333,0.3333333333333333,1.0,1275.6976826985676
4960,1.0,0.0,0.0,200.0
5021,0.0,1.0,0.0,160.0
5036,1.0,0.0,0.0,280.0
5045,1.0,0.0,0.0,0.0
5072,0.0,1.0,0.0,1520.0
5120,0.0,1.0,0.0,300.0
5137,0.0,0.0,1.0,95.47596740722656
5147,1.0,0.0,0.0,250.0
5148,1.0,0.0,0.0,0.0
5184,1.0,0.0,0.0,280.0
5185,0.0,1.0,0.0,160.0
5191,1.0,0.0,0.0,0.0
5193,0.0,0.0,1.0,111.86098861694336
5197,1.0,0.0,0.0,280.0
5214,1.0,0.0,0.0,280.0
5215,1.0,0.0,0.0,0.0
5220,1.0,0.0,0.0,0.0
5226,1.0,0.0,0.0,0.0
5227,1.0,1.0,1.0,66.08150482177734
5252,1.0,0.0,0.0,0.0
5268,1.0,0.0,0.0,0.0
5289,1.0,0.0,0.0,480.0
5299,1.0,0.0,0.0,400.0
5314,1.0,0.0,0.0,240.0
5326,1.0,0.0,0.0,0.0
5336,0.0,0.0,1.0,55.90882873535156
5342,1.0,0.0,0.0,1440.0
5346,1.0,0.0,0.0,0.0
5355,1.0,0.0,0.0,0.0
5362,1.0,0.0,0.0,0.0
5363,1.0,0.0,0.0,0.0
5366,1.0,0.0,0.0,69000.0
5387,0.0,1.0,0.0,4200.0
5393,0.0,1.0,0.0,320.0
5425,1.0,0.0,0.0,0.0
5434,1.0,1.0,1.0,197.75216674804688
5435,0.5,0.5,0.0,350.0
5436,1.0,0.0,0.0,490.0
5452,1.0,0.0,0.0,200.0
5455,1.0,0.0,0.0,0.0
5462,1.0,0.0,0.0,480.0
5540,1.0,0.0,0.0,0.0
5560,1.0,0.0,0.0,1080.0
5574,1.0,0.0,0.0,0.0
5590,0.0,0.0,1.0,27.455169677734375
5592,1.0,0.0,0.0,40.0
5638,0.5,0.5,0.0,225.0
5641,1.0,0.0,0.0,0.0
5683,1.0,0.0,0.0,0.0
5716,0.0,1.0,0.0,320.0
5725,1.0,0.0,0.0,0.0
5730,0.0,0.0,1.0,61.21144104003906
5744,1.0,0.0,0.0,0.0
5754,1.0,0.0,0.0,250.0
5758,1.0,0.0,0.0,300.0
5787,1.0,0.0,0.0,480.0
5792,1.0,0.0,0.0,0.0
5814,1.0,0.0,0.0,0.0
5833,1.0,0.0,0.0,720.0
5837,1.0,0.0,0.0,0.0
5839,1.0,0.0,0.0,400.0
5865,1.0,0.0,0.0,0.0
5895,1.0,0.0,0.0,200.0
5914,1.0,0.0,0.0,0.0
5945,1.0,0.0,0.0,0.0
5948,1.0,0.0,0.0,0.0
5964,1.0,0.0,0.0,280.0
5983,1.0,0.0,0.0,0.0
6230,1.0,0.0,0.0,1800.0
6251,0.0,1.0,0.0,320.0
6350,0.0,0.0,1.0,279.2279968261719
6364,1.0,0.0,0.0,420.0
6365,1.0,0.0,0.0,2200.0
6371,1.0,0.0,0.0,240.0
6386,1.0,0.0,0.0,0.0
6397,0.0,0.0,1.0,30.11968231201172
6458,1.0,0.0,0.0,240.0
6460,1.0,0.0,0.0,0.0
6479,1.0,0.0,0.0,0.0
6486,1.0,0.0,0.0,0.0
6487,1.0,0.0,0.0,200.0
6489,1.0,1.0,1.0,0.9153366088867188
6490,1.0,1.0,1.0,54.32804870605469
6496,1.0,1.0,1.0,1787.06884765625
6518,0.0,1.0,0.0,1920.0
6532,0.0,1.0,0.0,600.0
6536,0.0,1.0,0.0,960.0
6540,1.0,0.0,0.0,0.0
6543,1.0,0.0,0.0,800.0
6554,0.0,0.5,0.5,42.268394470214844
6586,0.0,1.0,0.0,3500.0
6606,1.0,0.0,0.0,600.0
6609,0.0,0.0,1.0,117.37235260009766
6639,0.0,0.0,1.0,84.86963653564453
6695,1.0,0.0,0.0,120.0
6832,1.0,1.0,1.0,1322.5876770019531
6864,1.0,0.0,0.0,0.0
6889,1.0,0.0,0.0,180.0
6890,0.0,1.0,0.0,800.0
6898,1.0,0.0,0.0,0.0
6905,1.0,1.0,1.0,56.30133056640625
6907,1.0,0.0,0.0,0.0
6909,0.0,1.0,0.0,3840.0
6957,1.0,0.0,0.0,0.0
6988,1.0,0.0,0.0,105.0
7163,1.0,0.0,0.0,300.0
7180,1.0,0.0,0.0,0.0
7201,0.0,0.0,1.0,60.202362060546875
7203,0.5,1.0,0.5,748.7031402587891
7216,1.0,0.0,0.0,50.0
7241,1.0,0.0,0.0,600.0
7248,1.0,0.0,0.0,0.0
7262,0.0,0.0,1.0,64.53155517578125
7267,1.0,0.0,0.0,60.0
7270,0.0,0.0,1.0,1247.0341796875
7286,1.0,0.0,0.0,500.0
7329,1.0,1.0,1.0,24.375633239746094
7333,1.0,1.0,1.0,99.67263793945312
7367,0.0,1.0,0.0,1200.0
7404,1.0,1.0,1.0,42.68013000488281
7411,1.0,0.0,0.0,0.0
7417,0.0,0.0,1.0,407.452392578125
7419,1.0,0.0,0.0,140.0
7422,0.0,1.0,0.0,240.0
7431,0.0,1.0,0.0,1600.0
7437,0.0,1.0,0.0,36.0
7450,0.0,0.0,1.0,959.3672485351562
7464,1.0,0.0,0.0,210.0
7495,1.0,1.0,1.0,240.71054077148438
7499,1.0,0.0,0.0,0.0
7504,1.0,0.0,0.0,0.0
7511,1.0,0.0,0.0,21.0
7523,0.0,1.0,0.0,480.0
7525,0.5,0.0,0.5,104.12928771972656
7533,0.0,0.0,1.0,56.17583465576172
7537,0.0,1.0,0.0,240.0
7540,1.0,1.0,1.0,28.109161376953125
7543,0.5,0.0,0.5,129.11119079589844
7573,1.0,0.0,0.0,180.0
7580,1.0,0.0,0.0,0.0
7584,1.0,1.0,1.0,29.771514892578125
7596,1.0,1.0,1.0,1301.4953918457031
7597,1.0,0.0,0.0,0.0
7610,1.0,1.0,1.0,173.49163818359375
7668,0.0,0.0,1.0,36.596160888671875
7674,1.0,0.0,0.0,180.0
7683,1.0,0.0,0.0,1470.0
7717,1.0,0.0,0.0,0.0
7743,1.0,0.0,0.0,330.0
7807,1.0,0.0,0.0,216.66666666666666
7839,0.0,1.0,0.0,240.0
7850,0.0,0.0,1.0,39.02884864807129
7851,0.0,0.0,1.0,32.7740478515625
7856,1.0,0.0,0.0,75.0
7866,1.0,0.0,0.0,0.0
7875,1.0,0.0,0.0,0.0
7913,1.0,1.0,1.0,1.1806621551513672
7917,0.0,0.0,1.0,124.59548950195312
7920,0.0,0.0,1.0,22.23583984375
7923,1.0,0.0,0.0,0.0
7955,1.0,0.0,0.0,0.0
7962,1.0,0.0,0.0,60.0
7964,1.0,1.0,1.0,557.204833984375
7981,1.0,1.0,1.0,261.6609344482422
8001,1.0,0.0,0.0,0.0
8011,0.0,0.0,1.0,183.69866943359375
8013,1.0,0.0,0.0,0.0
8018,1.0,0.0,0.0,420.0
8047,1.0,0.0,0.0,0.0
8052,1.0,0.0,0.0,90.0
8060,1.0,1.0,1.0,307.1443176269531
8071,1.0,0.0,0.0,0.0
8085,0.0,0.0,1.0,9.595657348632812
8127,1.0,0.0,0.0,80.0
8135,1.0,0.0,0.0,180.0
8168,0.5,0.0,0.5,223.9698944091797
8198,1.0,0.0,0.0,60.0
8222,0.0,0.0,1.0,165.71055603027344
8238,1.0,0.0,0.0,0.0
8261,1.0,0.0,0.0,0.0
8271,0.0,1.0,0.0,3000.0
8310,1.0,0.0,0.0,0.0
8345,1.0,0.0,0.0,0.0
8348,1.0,0.0,0.0,0.0
8369,0.3333333333333333,1.0,0.3333333333333333,3865.933349609375
8372,1.0,0.0,0.0,0.0
8395,0.0,1.0,0.0,240.0
8398,1.0,0.0,0.0,0.0
8426,1.0,1.0,1.0,254.24696350097656
8429,1.0,0.0,0.0,0.0
8517,1.0,0.0,0.0,0.0
8521,0.0,1.0,0.0,240.0
8545,1.0,0.0,0.0,0.0
8548,1.0,1.0,1.0,297.2138671875
8618,1.0,0.0,0.0,90.0
8632,0.0,0.0,1.0,377.7127990722656
8661,1.0,0.0,0.0,0.0
8662,1.0,0.0,0.0,0.0
8673,1.0,1.0,1.0,725.1793518066406
8738,1.0,0.0,0.0,420.0
8882,1.0,1.0,1.0,64.31130981445312
8916,0.0,1.0,0.0,320.0
8952,1.0,1.0,1.0,310.7752990722656
8971,1.0,0.0,0.0,0.0
9008,0.0,0.5,0.5,816.2324829101562
9023,1.0,1.0,1.0,329.76239013671875
9052,0.0,0.0,1.0,52.81150817871094
9064,1.0,0.0,0.0,2400.0
9065,0.0,1.0,0.0,1900.0
9068,0.0,0.0,1.0,54.60223388671875
9086,1.0,1.0,1.0,115.76919555664062
9133,1.0,1.0,1.0,76.65853881835938
9144,1.0,1.0,1.0,334.93089294433594
9145,1.0,1.0,1.0,132.3570556640625
9149,0.6666666666666666,0.0,0.3333333333333333,384.59495544433594
9169,0.5,0.0,0.5,1097.1377334594727
9173,0.0,0.0,1.0,276.2151336669922
9202,0.5,0.5,0.0,1080.0
9211,1.0,0.0,0.0,0.0
9225,0.5,0.5,1.0,1398.586036682129
9227,0.0,0.0,1.0,63.6171875
9235,1.0,1.0,1.0,57.27136993408203
9240,1.0,1.0,1.0,103.44888305664062
9241,0.0,0.0,1.0,818.9196090698242
9243,1.0,0.0,0.0,0.0
9245,0.0,0.0,1.0,143.19728088378906
9259,0.0,0.0,1.0,546.65771484375
9261,0.0,1.0,0.0,480.0
9263,0.5,0.0,0.5,213.59988403320312
9273,0.5,0.5,1.0,619.1340484619141
9275,1.0,0.0,0.0,780.0
9280,0.0,0.0,1.0,149.70181274414062
9314,1.0,0.0,0.0,0.0
10211,1.0,0.0,0.0,0.0
10236,1.0,0.0,0.0,0.0
10252,1.0,0.0,0.0,0.0
10316,0.0,1.0,0.0,240.0
10319,1.0,0.0,0.0,360.0
10361,0.0,0.0,1.0,74.70608520507812
10446,1.0,0.0,0.0,0.0
10504,1.0,0.0,0.0,400.0
